cell_id,latitude,longitude,population,buildings,road_km,hospitals,schools,vulnerability_index,flood_depth_m,flood_duration_h,building_damage_pct,road_damage_pct,affected_population,estimated_damage_inr,impact_class,flood_depth_m_norm,flood_duration_h_norm,building_damage_pct_norm,road_damage_pct_norm,vulnerability_index_norm,affected_population_norm,estimated_damage_inr_norm,impact_score,evacuation_priority_score,evacuation_population,evacuation_priority,recommended_shelter,shelter_distance_km,shelter_schools
C07936,21.05727438715149,76.51069884682911,25927.7,5115,12.73,3,10,0.9,3.299,30.7,69.36,40.57,24343.8,932028124.0,Severe,0.6597999999999999,0.6123711340206185,0.6936,0.45898857336802806,0.9013091641490433,0.5412708479366245,0.5019631725291499,63.00843639232726,65.86623465794102,24343.8,HIGH,C00940,10.7749956620316,4
C07984,21.899408506055256,76.2054195396872,13383.6,3385,4.67,1,7,0.818,2.905,26.6,76.08,39.22,11341.5,600085539.0,Severe,0.581,0.5278350515463918,0.7608,0.4437153524154316,0.8187311178247734,0.25193542285568055,0.3230504374717826,56.88208040710619,54.30150084971116,11341.5,HIGH,C11716,7.290969846128721,2
C07990,28.622935585588536,82.93565766255652,5771.4,1306,3.89,0,2,0.631,5.0,39.5,100.0,62.29,5771.4,304943009.0,Severe,1.0,0.7938144329896907,1.0,0.704717728249802,0.6304128902316214,0.1279860253457503,0.1639724533256656,78.2061221494424,60.77804784967594,5771.4,HIGH,C06009,8.129238493510025,1
C08071,23.7463726474177,75.2119051914233,12946.6,2474,6.09,3,9,0.559,3.552,32.3,73.96,61.72,11639.9,469961173.0,Severe,0.7104,0.645360824742268,0.7395999999999999,0.6982690349587057,0.5579053373615308,0.2585756088877021,0.2529150969921454,63.47109946529284,53.4083660487434,11639.9,HIGH,C03619,12.303976344060601,4
C08073,25.884373760675658,74.22020027264168,2207.6,459,0.46,0,2,0.811,3.977,35.3,80.03,65.29,2207.6,92689523.0,Severe,0.7954,0.7072164948453608,0.8003,0.738658219255572,0.811681772406848,0.04868208774213647,0.04957058558784392,68.19728490712976,56.12237052850847,2207.6,HIGH,C04590,15.786251562140666,1
C08111,20.09889472228549,78.56424142851715,7189.0,1634,5.72,0,6,0.704,3.474,31.7,80.7,53.07,6624.5,317601820.0,Severe,0.6948000000000001,0.6329896907216495,0.807,0.6004072858920693,0.7039274924471298,0.14696974754386552,0.17079538777556236,62.690088214075935,52.90055548765058,6624.5,HIGH,C10103,9.343169014924218,1
C08190,21.96632464905221,77.00791822446648,5319.4,1228,0.65,2,3,0.752,5.0,42.2,100.0,62.4,5319.4,284974016.0,Severe,1.0,0.8494845360824743,1.0,0.7059622129200136,0.7522658610271903,0.1179278347074335,0.1532094258762908,80.1887927760007,64.03784337302653,5319.4,HIGH,C07971,12.165680151937107,2
C08197,26.66301135488064,90.86829468222815,4049.0,763,2.98,1,3,0.783,5.0,38.2,100.0,77.1,4049.0,186502495.0,Severe,1.0,0.7670103092783506,1.0,0.8722706188482859,0.7834843907351461,0.0896580882761997,0.10013455707821542,80.82041999749696,63.871253857584655,4049.0,HIGH,C10331,11.59085123195904,3
C08245,18.807997642715318,81.14775674730132,1945.2,354,0.82,1,2,0.807,3.553,31.1,72.38,43.58,1870.2,68649546.0,Severe,0.7106,0.6206185567010309,0.7238,0.49304219934381716,0.8076535750251763,0.04117404897804777,0.03661335072210289,58.98151782083614,50.9526212697486,1870.2,HIGH,C02876,11.101526120813354,4
C08266,19.54103626385824,90.6670018353361,15535.7,4072,3.13,4,10,0.881,2.801,24.7,64.65,40.54,13117.2,631611437.0,Severe,0.5602,0.488659793814433,0.6465000000000001,0.4586491684579703,0.8821752265861027,0.29144942532572293,0.34004248637180423,54.38569362498612,55.239076944943946,13117.2,HIGH,C06082,6.728089945860018,8
C08386,20.511208105053395,90.39380289612946,3770.8,825,2.47,3,3,0.438,4.224,36.7,95.34,59.2,3732.0,186729701.0,Severe,0.8448,0.7360824742268042,0.9534,0.6697590225138591,0.43605236656596175,0.08260400324888459,0.10025701815648125,69.52396686829627,50.610057454389214,3732.0,HIGH,C03310,16.960514723570444,4
C08407,23.04912632566691,74.66949546836986,7781.3,2106,3.35,2,4,0.621,4.182,33.5,93.59,63.54,7781.3,448688967.0,Severe,0.8364,0.6701030927835051,0.9359000000000001,0.7188595995022061,0.6203423967774421,0.17271159473502676,0.2414496546893335,71.19192445901459,56.53525816744423,7781.3,HIGH,C05950,9.658774696841553,1
C08521,20.356255036110056,80.65564109578796,2518.2,484,3.22,0,1,0.833,3.816,37.4,74.15,54.6,2518.2,95258213.0,Severe,0.7632,0.7505154639175258,0.7415,0.6177169363050119,0.8338368580060422,0.05559375591085594,0.05095507608162768,65.50068985875815,55.529153721281034,2518.2,HIGH,C03015,12.500276232944355,1
C08686,25.71596481991652,73.90840253633814,6363.9,1670,4.15,1,4,0.871,3.409,29.3,68.16,51.73,6055.8,278085737.0,Severe,0.6818,0.5835051546391753,0.6816,0.585247199909492,0.8721047331319235,0.1343146744995939,0.14949673310525563,59.79033534350471,54.29568009699784,6055.8,HIGH,C03572,5.300621092118128,8
C08772,28.888017813589435,81.8483698943581,15504.5,4423,3.7,2,16,0.426,3.67,31.7,83.99,49.73,13754.9,834196695.0,Severe,0.734,0.6329896907216495,0.8399,0.5626202059056454,0.42396777442094663,0.30563993012672874,0.4492333049920858,64.02448513423276,52.42406425571331,13754.9,HIGH,C07455,11.348394576562622,3
C08866,18.4295961259769,87.99875109421805,9721.6,2035,2.56,3,6,0.813,5.0,43.8,93.32,78.72,9721.6,458986545.0,Severe,1.0,0.8824742268041237,0.9331999999999999,0.8905984839914017,0.8136958710976837,0.21588838078707567,0.24699991526962806,83.92824700659264,69.11634122687947,9721.6,HIGH,C07323,7.817948681273242,2
C08868,24.87187367347828,89.85046381653926,3415.3,810,0.74,0,1,0.924,4.176,39.7,85.54,67.5,3415.3,165823873.0,Severe,0.8352,0.797938144329897,0.8554,0.7636610476298223,0.9254783484390735,0.07555659401181615,0.08898904882943967,73.77934679078778,62.06148972641613,3415.3,HIGH,C05054,14.061326122615363,1
C08875,21.929551168612107,89.73241734443393,1041.9,210,5.96,0,1,0.763,5.0,40.0,100.0,79.95,1041.9,51494478.0,Severe,1.0,0.8041237113402062,1.0,0.9045140853037674,0.7633434038267876,0.022742192106990668,0.02736699224123753,81.05296304293006,62.24253925757607,1041.9,HIGH,C00992,7.080614123933614,13
C08889,27.566070702418795,84.35014004445338,7994.8,1489,6.59,2,4,0.957,3.079,27.5,80.08,47.45,7302.3,303044054.0,Severe,0.6158,0.5463917525773195,0.8008,0.5368254327412604,0.958710976837865,0.1620525829745096,0.16294894128426582,60.01001714461112,56.077184635622224,7302.3,HIGH,C10333,2.91942368708222,1
C08947,26.82808467609212,79.5570294011557,3228.5,612,0.68,2,3,0.833,5.0,36.5,100.0,71.21,3228.5,149023096.0,Severe,1.0,0.7319587628865979,1.0,0.8056341215069577,0.8338368580060422,0.07139980195155601,0.07993364858858504,79.29384880098848,63.67865820726407,3228.5,HIGH,C05592,14.297119287522381,3
C09018,21.450565157252328,86.06570703274883,6957.9,1502,2.77,1,6,0.917,5.0,40.0,96.68,74.49,6957.9,345392077.0,Severe,1.0,0.8041237113402062,0.9668000000000001,0.8427423916732661,0.918429003021148,0.15438877577133192,0.18577397477372395,82.41663343034024,68.82600741254015,6957.9,HIGH,C10446,5.760802036421703,17
C09116,27.45282872893933,89.66704356837484,14459.3,2813,1.68,2,7,0.611,3.731,31.9,66.89,54.89,13655.0,502779751.0,Severe,0.7462,0.6371134020618556,0.6689,0.6209978504355697,0.6102719033232629,0.3034168919745875,0.2706038835956285,62.449348686157016,55.11361169668504,13655.0,HIGH,C02242,0.8666297249349305,1
C09161,25.25866783193195,77.7473001354592,4916.7,932,6.24,0,6,0.774,3.36,31.9,68.89,54.45,4514.5,170587535.0,Severe,0.6719999999999999,0.6371134020618556,0.6889,0.6160199117547234,0.7744209466263847,0.10001668947561669,0.09155660067672329,59.913834120281976,51.846105870335016,4514.5,HIGH,C02030,20.408358136984155,5
C09197,26.60607363314623,76.6585229242756,2295.8,502,3.01,0,3,0.885,3.069,26.4,73.18,52.46,2051.9,91138429.0,Severe,0.6138,0.5237113402061855,0.7318000000000001,0.5935060527208961,0.8862034239677744,0.04521735260411451,0.04873456610010307,57.00763928540867,50.455622380830135,2051.9,HIGH,C06829,4.480015755781415,5
C09267,18.37700323587927,78.61450643287053,4859.8,1050,1.75,0,0,0.818,4.9,40.5,97.11,76.31,4859.8,242184343.0,Severe,0.9800000000000001,0.8144329896907216,0.9711,0.8633329562167666,0.8187311178247734,0.10770052404953438,0.13014634878227954,81.11513849192227,65.12686448767799,4859.8,HIGH,C11150,12.537677995137662,1
C09276,23.642516600481464,81.88806624318212,7507.4,1409,8.65,1,3,0.732,3.247,31.9,69.36,47.96,6661.9,256886764.0,Severe,0.6494,0.6371134020618556,0.6936,0.5425953162122412,0.7321248741188318,0.14780199606128375,0.13807076243675198,58.57016456198414,51.53798804701588,6661.9,HIGH,C08514,8.657744407579033,2
C09546,21.417370788070794,82.71321839810483,23554.2,5749,5.05,7,19,0.772,2.542,25.4,41.64,43.62,18153.0,649308663.0,Severe,0.5084,0.5030927835051546,0.4164,0.4934947392238941,0.7724068479355488,0.40350924040633307,0.34958106096170916,49.254001529598774,54.56835717749608,18153.0,HIGH,C02173,7.592970401040788,2
C09636,20.702530208195604,86.44974576668116,7868.6,1719,2.61,0,4,0.893,3.053,21.7,67.89,42.9,7024.7,294641753.0,Severe,0.6106,0.4268041237113402,0.6789000000000001,0.4853490213825093,0.8942598187311178,0.15587525173292388,0.1584202103512183,53.69662415869995,51.570868855399176,7024.7,HIGH,C03697,8.221339633591196,1
C09660,21.20637889370588,72.57996499557852,2881.8,650,1.75,0,3,0.97,3.082,26.9,70.22,47.62,2643.2,114085091.0,Severe,0.6164,0.534020618556701,0.7021999999999999,0.5387487272315873,0.9718026183282981,0.05837533518030196,0.061102518403833427,56.704204164515495,52.403753382977925,2643.2,HIGH,C02856,3.5483691584251376,2
C09753,22.22440836921125,88.78462107288983,6159.0,1283,7.81,1,2,0.629,3.835,33.9,80.13,52.91,5959.4,257591704.0,Severe,0.767,0.6783505154639174,0.8012999999999999,0.5985971263717614,0.6283987915407855,0.13216952056699713,0.13845071592615238,64.39159776078078,52.51038152855474,5959.4,HIGH,C11430,7.003010535943206,10
C09775,27.542244220173025,77.02770103325983,869.3,230,1.12,0,2,0.846,5.0,41.0,100.0,71.97,869.3,52032259.0,Severe,1.0,0.8247422680412371,1.0,0.8142323792284195,0.8469284994964753,0.0189013874517396,0.027656849204217696,80.75435300340612,63.797805342776606,869.3,HIGH,C04630,8.96349152827736,1
C09892,26.896468652504478,79.4153408030257,11200.2,2983,5.23,1,7,0.811,2.872,27.9,58.56,43.25,9406.4,427854228.0,Severe,0.5744,0.5546391752577319,0.5856,0.48930874533318247,0.811681772406848,0.2088743505012406,0.23022000140849158,53.61108932495831,51.82671754816515,9406.4,HIGH,C02517,16.291781276273245,2
C09893,25.891199428048665,76.17032310522572,6099.2,1655,9.39,1,1,0.403,4.463,36.8,82.55,56.63,6099.2,320430971.0,Severe,0.8926000000000001,0.7381443298969071,0.8255,0.6406833352189162,0.40080563947633435,0.13528043882194554,0.172320263359996,68.21314613058615,51.03803016940618,6099.2,HIGH,C05200,4.33192620578289,2
C09896,24.77444771550929,75.96656077636189,2979.1,689,1.33,2,1,0.855,5.0,42.6,100.0,84.7,2979.1,160051214.0,Severe,1.0,0.8577319587628867,1.0,0.958253196062903,0.8559919436052367,0.06584999499315732,0.08587766072524831,84.26671093362154,66.59926467647892,2979.1,HIGH,C03399,6.715374831700921,5
C09897,26.919666580209896,77.03658696734536,11408.1,2755,8.9,2,5,0.512,4.992,42.0,96.05,84.3,11408.1,615070841.0,Severe,0.9984,0.845360824742268,0.9605,0.9537277972621336,0.5105740181268882,0.2534174482904414,0.331127320305242,82.89728433835178,63.32938797776496,11408.1,HIGH,C10225,6.22991524163147,2
C09913,27.384581308952868,85.2305017790989,35522.8,8417,5.7,4,15,0.368,2.454,20.2,55.97,41.31,23217.4,1127149887.0,Severe,0.4908,0.3958762886597938,0.5597,0.4673605611494513,0.36555891238670696,0.5162054808237925,0.60713126443741,47.9655001774849,51.256004111398,23217.4,HIGH,C07783,10.4211395711073,1
C10004,25.95925805797925,85.2639104080294,6301.9,1235,1.1,2,7,0.567,4.891,42.0,100.0,74.17,6301.9,298126334.0,Severe,0.9782,0.845360824742268,1.0,0.8391220726326508,0.5659617321248741,0.1397910477652792,0.1602983541791304,80.25677054658674,60.61808246105894,6301.9,HIGH,C03680,5.79388092999863,1
C10024,28.1355724833639,79.07189683498727,9036.2,2009,3.83,2,11,0.708,3.756,29.8,92.9,53.71,8794.2,441975186.0,Severe,0.7512,0.5938144329896907,0.929,0.6076479239733001,0.7079556898288015,0.19525128787120177,0.23783101407024515,66.57056712347338,55.82842785949036,8794.2,HIGH,C10522,5.207499177483849,2
C10030,23.919019122455165,82.9981034336055,2867.5,637,4.66,0,1,0.935,2.826,25.8,75.18,51.15,2472.9,116472466.0,Severe,0.5652,0.511340206185567,0.7518,0.5786853716483765,0.9365558912386708,0.05458571158360871,0.06238928247135306,56.25957822178839,50.89564189477597,2472.9,HIGH,C11556,8.19825464013195,10
C10039,23.402656359771488,77.47969983410863,6203.0,1135,3.0,0,6,0.956,3.5,32.9,79.44,55.46,6135.6,236347784.0,Severe,0.7,0.6577319587628866,0.7944,0.627446543726666,0.957703927492447,0.13609043470520824,0.1270005194093665,65.20360439108059,58.62617407966456,6135.6,HIGH,C11270,11.067583061615068,1
C10074,18.65301305940453,90.91082073469536,39106.5,9749,2.87,6,29,0.681,1.664,17.1,52.03,27.69,23066.8,1190044606.0,High,0.3328,0.331958762886598,0.5203,0.31327073198325606,0.6807653575025177,0.5128542341199639,0.6410306997778757,42.30549223523007,55.15071962136475,23066.8,HIGH,C01755,4.173630471519398,2
C10102,25.06641145842889,90.22399244687122,10190.4,2039,1.4,3,4,0.825,3.325,29.2,60.85,40.37,9423.1,336538989.0,Severe,0.665,0.5814432989690721,0.6085,0.45672587396764336,0.8257804632426988,0.2092459694916386,0.181002275511987,56.2507309588391,53.69498733303059,9423.1,HIGH,C05443,5.914116723140685,4
C10112,20.375764025933787,76.90188965242952,3240.9,687,2.36,1,2,0.891,3.068,25.2,81.18,54.6,2899.9,135505848.0,Severe,0.6136,0.49896907216494846,0.8118000000000001,0.6177169363050119,0.892245720040282,0.06408758636803631,0.07264802776313797,58.770954491588355,51.630286342089896,2899.9,HIGH,C00453,14.571477265001603,3
C10175,21.505695371685118,85.50638633206827,5346.9,1278,1.15,0,4,0.875,3.77,29.6,73.2,65.49,5346.9,232739224.0,Severe,0.754,0.5896907216494846,0.732,0.7409209186559564,0.8761329305135952,0.11853978214671161,0.1250555525133034,64.86174789453129,56.648048147711506,5346.9,HIGH,C01891,10.784979200672407,6
C10237,22.831247462077407,75.28212549132901,2150.5,505,1.53,0,1,0.792,5.0,44.4,100.0,78.64,2150.5,117007414.0,Severe,1.0,0.8948453608247422,1.0,0.8896934042312479,0.7925478348439073,0.04741146233185353,0.06267761248418786,83.22795925745874,64.69128218783197,2150.5,HIGH,C03523,7.813445199602695,3
C10271,19.14611223778017,88.3892324356098,3320.4,774,0.76,0,2,0.599,3.919,35.9,92.73,49.64,3237.7,168132807.0,Severe,0.7838,0.7195876288659794,0.9273,0.5616019911754724,0.5981873111782477,0.07160452618578723,0.09023353421840218,66.69468028877019,51.78233474177071,3237.7,HIGH,C10171,11.534627534242704,2
C10288,22.22424692253678,81.98372693859207,5128.1,939,3.3,0,5,0.776,4.626,39.8,100.0,61.1,5128.1,231061555.0,Severe,0.9252,0.7999999999999999,1.0,0.6912546668175134,0.7764350453172205,0.11367090579347332,0.12415131074718301,77.12675325909069,62.20695332383831,5128.1,HIGH,C01728,4.774584407405898,1
C10307,24.2209963136886,75.69354005048177,1395.2,276,6.43,0,0,0.903,3.376,30.2,72.59,44.4,1330.2,52738793.0,Severe,0.6752,0.6020618556701031,0.7259,0.5023192668853943,0.9043303121852971,0.029157626534040967,0.028037661838881678,58.552960309098054,51.98128917414427,1330.2,HIGH,C04967,5.238213726118899,4
C10350,19.462810721162025,74.43236682051241,607.9,134,3.2,0,0,0.893,3.509,34.9,79.6,45.95,592.7,26678543.0,Severe,0.7018,0.6989690721649484,0.7959999999999999,0.5198551872383754,0.8942598187311178,0.012746308844309447,0.013991526107972798,62.555469594173566,53.72939036292195,592.7,HIGH,C00533,12.983869977001262,7
C10384,22.399950419051407,79.72301638547442,1548.5,406,10.03,0,0,0.835,3.351,30.7,75.41,57.13,1443.1,73859202.0,Severe,0.6702,0.6123711340206185,0.7541,0.6463400837198778,0.8358509566968781,0.03166994893020461,0.03942128753342833,60.885127669964135,51.63131116899575,1443.1,HIGH,C11497,6.946246713160818,1
C10447,22.89942713043977,75.86234622732555,16814.8,3882,3.26,0,12,0.78,2.709,22.7,60.24,51.47,13498.0,583310609.0,Severe,0.5418000000000001,0.4474226804123711,0.6024,0.582305690688992,0.7804632426988922,0.2999232284121633,0.31400896842768306,53.189252351197005,52.9940302334081,13498.0,HIGH,C07752,14.865326584034516,1
C10485,24.067439444659627,74.73041260581795,2408.6,448,5.5,0,2,0.821,4.267,32.6,100.0,71.57,2408.6,110526280.0,Severe,0.8534,0.6515463917525773,1.0,0.8097069804276501,0.8217522658610271,0.05315486720740567,0.0591843655715831,73.75355656666426,58.952651919595,2408.6,HIGH,C11119,15.645732827531562,3
C10492,21.0784629859992,88.55862873492453,12002.3,2280,3.18,4,7,0.881,4.056,30.4,75.23,70.56,12002.3,453323349.0,Severe,0.8112,0.6061855670103092,0.7523000000000001,0.7982803484557077,0.8821752265861027,0.26663996350568,0.2439475262984271,69.56753575576252,62.63087137301208,12002.3,HIGH,C11033,6.3850041547157055,3
C10517,22.57012147240039,83.86881594400498,31751.2,5990,0.13,6,17,0.458,5.0,43.1,100.0,88.39,31751.2,1459242174.0,Severe,1.0,0.8680412371134021,1.0,1.0,0.4561933534743203,0.7061050101805801,0.7861246869252966,89.88373007595315,75.34262738391662,31751.2,IMMEDIATE,C07725,15.355488968957888,3
C10550,26.96231289175402,86.1108086778184,8592.6,1910,4.81,1,6,0.596,3.298,26.4,91.55,55.71,7413.0,404374304.0,Severe,0.6596,0.5237113402061855,0.9155,0.6302749179771467,0.5951661631419939,0.164515949575531,0.21756462782399316,61.729114665065545,50.170612532692886,7413.0,HIGH,C07077,19.02425097694891,6
C10603,27.724335754035717,81.63366725952477,50000.0,10398,2.02,7,19,0.479,3.664,34.1,70.33,47.75,44958.4,1856051961.0,Severe,0.7328,0.6824742268041237,0.7033,0.5402194818418373,0.47734138972809664,1.0,1.0,69.95750788153481,73.33544759705836,44958.4,IMMEDIATE,C04688,15.822262142305261,1
C10629,22.4252051423368,84.36771529318952,8230.6,2094,2.34,0,5,0.897,3.958,34.7,90.74,52.24,8230.6,441105515.0,Severe,0.7916000000000001,0.6948453608247424,0.9074,0.5910170833804729,0.8982880161127895,0.18270970326112354,0.23736227271483853,70.35224688250634,61.61724925805305,8230.6,HIGH,C01778,5.372381747495244,4
C10676,27.19785361946369,84.45248658275925,26922.7,7589,2.28,9,19,0.957,2.421,21.7,52.61,31.69,21405.0,975650076.0,Severe,0.48419999999999996,0.4268041237113402,0.5261,0.3585247199909492,0.958710976837865,0.47587480668024074,0.5254748371770022,50.16913892144065,59.70292476049545,21405.0,HIGH,C00391,20.618353076382387,1
C10711,24.60248340180637,76.32318584117743,3761.6,690,7.3,0,5,0.799,5.0,46.4,96.52,71.35,3761.6,166316528.0,Severe,1.0,0.9360824742268041,0.9652,0.807218011087227,0.7995971802618329,0.0832626812198894,0.08925458346546622,82.5598087788057,65.57159219839097,3761.6,HIGH,C10058,11.87783506843128,2
C10803,22.67798650174528,82.39015405295439,1761.0,323,3.89,0,0,0.593,4.06,34.7,88.95,62.79,1759.3,73434673.0,Severe,0.8119999999999999,0.6948453608247424,0.8895000000000001,0.7103744767507636,0.5921450151057401,0.03870623185019526,0.03919247192514725,67.84659047117933,51.504186693522236,1759.3,HIGH,C04681,8.204307493347237,4
C10840,18.23208201817924,86.16031111010342,7425.6,1832,0.65,1,1,0.943,4.078,32.9,94.72,55.95,7425.6,401531987.0,Severe,0.8156000000000001,0.6577319587628866,0.9472,0.6329901572576083,0.9446122860020141,0.16479633276589117,0.21603265593683668,71.7741274311834,62.76168329570568,7425.6,HIGH,C06549,5.090925981123827,1
C10851,22.04328022994614,86.24867552092992,3503.3,712,0.76,1,3,0.874,3.232,28.2,72.28,42.48,3223.6,131392785.0,Severe,0.6464000000000001,0.5608247422680412,0.7228,0.4805973526417015,0.8751258811681772,0.07129076404419372,0.07043114031317954,56.89365323420701,51.30159614216765,3223.6,HIGH,C01327,22.470564183514867,2
C10934,28.19385703675187,76.68888153825048,3660.5,679,8.38,0,1,0.863,3.38,23.0,75.78,52.77,3455.7,135191878.0,Severe,0.6759999999999999,0.4536082474226804,0.7578,0.5970132367914923,0.8640483383685801,0.07645560043170109,0.07247880201758936,57.893333420384494,51.33081569138612,3455.7,HIGH,C11662,9.17789573086988,3
C10940,24.63765618299777,77.03744407722819,4021.1,792,0.86,1,3,0.915,3.279,27.0,81.29,45.78,3775.7,161298414.0,Severe,0.6557999999999999,0.5360824742268041,0.8129000000000001,0.5179318927480484,0.9164149043303123,0.08357644336148291,0.08654988530036135,59.49273164043151,53.39291538344533,3775.7,HIGH,C08477,20.46321699947851,1
C10943,24.146127560223167,74.00011884930754,683.9,164,6.62,0,1,0.726,4.695,43.2,82.82,74.84,683.9,33894194.0,Severe,0.9390000000000001,0.8701030927835052,0.8281999999999999,0.8467021156239394,0.7260825780463243,0.014775749079297261,0.017880668128209303,76.14308779859591,59.07282148307473,683.9,HIGH,C06383,7.889309216526838,4
C11016,19.727924468316967,87.47194949663559,8686.7,1878,7.15,2,5,0.737,3.678,25.9,87.5,46.09,8393.8,397349964.0,Severe,0.7356,0.51340206185567,0.875,0.5214390768186447,0.7371601208459214,0.18634133315531226,0.21377859994398232,62.250190687967546,53.955587891348635,8393.8,HIGH,C07395,11.608363233792147,3
C11074,21.463687673329737,89.66811513091167,4221.5,994,5.57,1,7,0.859,3.956,44.2,91.49,70.78,4221.5,215345366.0,Severe,0.7912,0.8907216494845361,0.9148999999999999,0.8007693177961308,0.8600201409869084,0.09349666766803522,0.11568048932886903,76.01701300484855,62.07420166658588,4221.5,HIGH,C07890,2.1881719521240512,3
C11106,20.43165044677521,75.78151737388872,3385.0,664,3.86,1,4,0.763,5.0,42.5,100.0,72.39,3385.0,160837995.0,Severe,1.0,0.8556701030927835,1.0,0.8189840479692273,0.7633434038267876,0.07488233919690243,0.08630172544897508,81.46059501363156,63.82966729838192,3385.0,HIGH,C02711,5.414156268682178,3
C11198,25.036528136709023,77.2303023277432,14017.0,3274,3.3,6,10,0.585,3.261,26.7,84.89,58.94,11959.5,644285837.0,Severe,0.6522,0.5298969072164949,0.8489,0.6668175132933589,0.5840886203423967,0.26568755076382167,0.3468738230899029,62.15009177726573,52.78750640787598,11959.5,HIGH,C08221,11.956904416572657,2
C11220,20.293280567741725,80.0332188219267,957.8,193,1.16,0,1,0.704,4.123,37.6,78.63,64.21,957.8,38996188.0,Severe,0.8246,0.7546391752577319,0.7863,0.7264396424934947,0.7039274924471298,0.020870745574507382,0.020630576522115068,68.21104618376623,53.88729827148629,957.8,HIGH,C08927,14.930954588918123,4
C11302,26.918657963765924,79.55470649681696,50000.0,11110,2.12,7,17,0.639,1.081,10.0,33.41,15.65,23710.9,952653195.0,High,0.2162,0.18556701030927836,0.33409999999999995,0.17705622808009955,0.6384692849949648,0.5271871557795654,0.5130798174855733,29.817647085231602,52.879159844193644,23710.9,HIGH,C09453,8.235556454910784,2
C11305,20.49180087548145,78.28418233296297,19377.2,4773,0.63,2,15,0.498,5.0,43.0,100.0,67.52,19377.2,1091772609.0,Severe,1.0,0.865979381443299,1.0,0.7638873175698608,0.49647532729103727,0.43075091513957964,0.5880633718201828,83.70527327582018,67.47414365376241,19377.2,HIGH,C05129,2.5509871755545723,1
C11375,23.0625157798979,90.0536940920584,5733.4,1138,3.29,0,2,0.748,4.199,37.2,90.21,57.5,5733.4,254051487.0,Severe,0.8398,0.7463917525773196,0.9020999999999999,0.6505260776105894,0.7482376636455186,0.12714042524783872,0.13654258501801178,71.2813234266943,58.49480512825348,5733.4,HIGH,C10944,9.129938591956087,1
C11446,25.88016060936972,78.10729342103392,10722.5,2844,1.22,2,9,0.42,4.143,32.5,70.92,50.4,10408.5,488125197.0,Severe,0.8286,0.6494845360824743,0.7092,0.570200248896934,0.4179254783484391,0.23117371518853544,0.2627052696314519,62.71684063636802,50.4168145373755,10408.5,HIGH,C00207,10.89141940808101,2
C11451,27.005857171066847,89.7620868969225,14062.7,2575,7.83,4,10,0.702,3.862,38.9,84.08,59.86,13930.3,558054509.0,Severe,0.7724,0.7814432989690722,0.8408,0.6772259305351284,0.701913393756294,0.3095430421576154,0.30039625908554674,71.19734467798976,61.20358080048883,13930.3,HIGH,C00442,5.9315894553450494,3
C11463,20.75442361344588,85.41665739730547,3817.9,838,8.36,1,4,0.888,3.713,29.3,86.01,54.6,3817.9,176697636.0,Severe,0.7426,0.5835051546391753,0.8601000000000001,0.6177169363050119,0.8892245720040282,0.0845155045228479,0.09484986562911484,64.88251157319644,56.00755058887453,3817.9,HIGH,C01585,7.105874969778819,3
C11464,24.05122041441532,81.06980000190036,758.0,207,1.39,0,1,0.765,5.0,40.3,100.0,80.17,758.0,46634571.0,Severe,1.0,0.8103092783505154,1.0,0.9070030546441905,0.7653575025176234,0.016424669270224863,0.024747565591009917,81.17280191966078,62.218827838571386,758.0,HIGH,C07327,6.291950466500173,1
C11486,28.85957809491211,81.7558326417747,531.7,144,1.06,0,0,0.742,4.044,35.7,99.63,51.59,531.7,32340455.0,Severe,0.8088,0.7154639175257732,0.9963,0.5836633103292228,0.7421953675730111,0.011388898160819788,0.017043223019877395,69.31272934826302,54.525002345365806,531.7,HIGH,C01869,5.6475967433846215,1
C11550,27.39894265171654,81.23647073111964,8090.1,1799,0.42,0,6,0.685,3.215,28.2,76.84,53.39,7037.6,333334944.0,Severe,0.643,0.5608247422680412,0.7684000000000001,0.6040276049326847,0.6847935548841894,0.15616231071353073,0.1792753369385681,59.18777021811217,50.69864293572972,7037.6,HIGH,C09055,6.122589713748314,8
C11575,22.61644856325833,72.00744164740385,3883.5,709,5.2,0,1,0.796,5.0,40.3,95.0,78.8,3883.5,168867521.0,Severe,1.0,0.8103092783505154,0.95,0.8915035637515556,0.796576032225579,0.08597527732345316,0.09062953550647114,81.00632189988481,64.33498583066098,3883.5,HIGH,C06662,19.717039470953907,5
C11591,28.46155489670236,81.84143076785881,1607.6,383,4.21,0,0,0.859,5.0,36.9,100.0,80.4,1607.6,89076769.0,Severe,1.0,0.7402061855670102,1.0,0.9096051589546329,0.8600201409869084,0.03533050724879557,0.04762335818034077,80.81379256519824,64.03658975335202,1607.6,HIGH,C07560,15.436453666998068,3
C11642,23.09639166291037,87.97230671371742,5675.7,1212,1.26,2,2,0.731,4.388,38.7,81.35,61.29,5675.7,245772794.0,Severe,0.8775999999999999,0.777319587628866,0.8134999999999999,0.6934042312478788,0.7311178247734139,0.12585644825706244,0.13208047718894164,71.54779534322695,58.76205904638169,5675.7,HIGH,C05227,10.907470482023406,3
